2023-04-12 16:17:12,555 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2023-04-12 16:17:12,605 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2023-04-12 16:17:12,616 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2023-04-12 16:17:12,617 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2023-04-12 16:17:12,628 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2023-04-12 16:17:12,628 INFO  SwAddin.cs: 197 - Setting up callbacks
2023-04-12 16:17:12,630 INFO  SwAddin.cs: 201 - Setting up command manager
2023-04-12 16:17:12,632 INFO  SwAddin.cs: 204 - Adding command manager
2023-04-12 16:17:12,640 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2023-04-12 16:17:12,642 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2023-04-12 16:17:12,643 INFO  SwAddin.cs: 210 - Adding event handlers
2023-04-12 16:17:13,033 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2023-04-12 16:56:49,159 INFO  SwAddin.cs: 294 - Assembly export called for file xArm6(XI1300).SLDASM
2023-04-12 16:56:55,997 INFO  SwAddin.cs: 313 - Saving assembly
2023-04-12 16:56:56,703 INFO  SwAddin.cs: 316 - Opening property manager
2023-04-12 16:56:56,785 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from xArm6(XI1300).SLDASM
2023-04-12 16:56:56,819 INFO  ExportHelperExtension.cs: 1136 - Found 68 in xArm6(XI1300).SLDASM
2023-04-12 16:56:56,836 INFO  ExportHelperExtension.cs: 1145 - Found 9 features of type [CoordSys] in xArm6(XI1300).SLDASM
2023-04-12 16:56:56,837 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-04-12 16:56:56,866 INFO  ExportHelperExtension.cs: 1160 - 8 components to check
2023-04-12 16:56:56,885 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from J2.STEP-1
2023-04-12 16:56:56,885 INFO  ExportHelperExtension.cs: 1136 - Found 39 in J2.STEP-1
2023-04-12 16:56:56,886 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in J2.STEP-1
2023-04-12 16:56:56,886 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from J5.STEP-1
2023-04-12 16:56:56,887 INFO  ExportHelperExtension.cs: 1136 - Found 39 in J5.STEP-1
2023-04-12 16:56:56,888 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in J5.STEP-1
2023-04-12 16:56:56,888 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from J1.STEP-1
2023-04-12 16:56:56,890 INFO  ExportHelperExtension.cs: 1136 - Found 41 in J1.STEP-1
2023-04-12 16:56:56,891 INFO  ExportHelperExtension.cs: 1145 - Found 2 features of type [CoordSys] in J1.STEP-1
2023-04-12 16:56:56,891 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from J6.STEP-1
2023-04-12 16:56:56,892 INFO  ExportHelperExtension.cs: 1136 - Found 40 in J6.STEP-1
2023-04-12 16:56:56,892 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in J6.STEP-1
2023-04-12 16:56:56,893 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from J3.STEP-1
2023-04-12 16:56:56,893 INFO  ExportHelperExtension.cs: 1136 - Found 39 in J3.STEP-1
2023-04-12 16:56:56,894 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in J3.STEP-1
2023-04-12 16:56:56,894 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Tool head.STEP-1
2023-04-12 16:56:56,895 INFO  ExportHelperExtension.cs: 1136 - Found 38 in Tool head.STEP-1
2023-04-12 16:56:56,895 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in Tool head.STEP-1
2023-04-12 16:56:56,896 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from End Effector-1
2023-04-12 16:56:56,896 INFO  ExportHelperExtension.cs: 1136 - Found 43 in End Effector-1
2023-04-12 16:56:56,897 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in End Effector-1
2023-04-12 16:56:56,897 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from J4.STEP-1
2023-04-12 16:56:56,898 INFO  ExportHelperExtension.cs: 1136 - Found 40 in J4.STEP-1
2023-04-12 16:56:56,898 INFO  ExportHelperExtension.cs: 1145 - Found 1 features of type [CoordSys] in J4.STEP-1
2023-04-12 16:56:56,900 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from xArm6(XI1300).SLDASM
2023-04-12 16:56:56,900 INFO  ExportHelperExtension.cs: 1136 - Found 68 in xArm6(XI1300).SLDASM
2023-04-12 16:56:56,911 INFO  ExportHelperExtension.cs: 1145 - Found 8 features of type [RefAxis] in xArm6(XI1300).SLDASM
2023-04-12 16:56:56,911 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2023-04-12 16:56:56,960 INFO  ExportHelperExtension.cs: 1160 - 8 components to check
2023-04-12 16:56:56,961 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from J2.STEP-1
2023-04-12 16:56:56,961 INFO  ExportHelperExtension.cs: 1136 - Found 39 in J2.STEP-1
